"Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","b1_9_rep","b1_7","b1_2","b1_3","b1_6","b1_pool","b1_5","b1_1","b1_9","b1_4","b1_8","b1_10","b2_4","b2_8","b2_6","b2_9","b2_3","b2_1","b2_10","b2_7","b2_2","b2_pool","b2_5","b2_9_rep"
"O00203;O00203-3","O00203-3;O00203","AP3B1_HUMAN","AP3B1","AP-3 complex subunit beta-1",1583.89,NA,28861,4898.94,2552.63,6393.03,5876.52,6520.11,NA,1981.1,NA,NA,NA,NA,1588.18,2496.13,6675.94,7423.55,NA,NA,NA,6375.19,NA,2726.65
"O00231;O00231-2","O00231-2;O00231","PSD11_HUMAN","PSMD11","26S proteasome non-ATPase regulatory subunit 11",3353.6,2416.67,14288.3,5553.81,4900.26,6243.68,3791.2,7750.45,NA,3772.19,3947.99,NA,2070.89,NA,2159.45,2671.7,2453.7,3995.14,11214.8,NA,2229.88,4858.65,3332.37,NA
"O00232;O00232-2","O00232-2;O00232","PSD12_HUMAN","PSMD12","26S proteasome non-ATPase regulatory subunit 12",NA,NA,37391.5,NA,NA,NA,NA,34866,NA,66488.6,21971.6,44781.9,NA,NA,NA,NA,28894,45485.4,22152.7,NA,NA,NA,25409,NA
"O00264","O00264","PGRC1_HUMAN","PGRMC1","Membrane-associated progesterone receptor component 1",20440.3,16597.1,256812,59151.5,13194.1,49991.7,34757.8,37493.2,22526.4,16408.4,8858.22,19704,43111.1,5083.24,3179.4,7513.97,62121.6,60451.3,6779.97,1898.04,11467.9,41237.4,10918.7,8463.14
"O00292","O00292-2;O00292;O75610","LFTY2_HUMAN","LEFTY2","Left-right determination factor 2",12069.7,9499.45,6423.91,5606.81,12659.6,12768.3,13972.5,11070.8,17270.1,8661.72,10285.4,9833.32,14175,14485.4,12799.4,9851.95,10409.9,7049.29,9182.88,10232.4,9964.74,13387.2,11713.3,8486.39
"O00299","O00299","CLIC1_HUMAN","CLIC1","Chloride intracellular channel protein 1",10352.4,9850.32,97931.3,37775.4,9161.3,31592.4,19683.4,27452.5,7214.64,7984,8060.34,8170.24,26738.6,7401.71,11129.8,10936.9,42968.7,38223.1,11102.2,6547.25,12785.3,25703.4,16323,9395.94
"O00303","O00303","EIF3F_HUMAN","EIF3F","Eukaryotic translation initiation factor 3 subunit F",NA,NA,21342.1,3990.26,15529.8,2991.12,NA,NA,NA,24730.5,28333.1,NA,NA,NA,NA,3115.05,5787.71,3946.84,NA,NA,NA,NA,NA,NA
"O00339;O00339-2;O00339-3","O00339-2;O00339-3;O00339","MATN2_HUMAN","MATN2","Matrilin-2",11725.1,13416.1,12964.9,5946.86,11390.5,8086.19,7193.69,14295,13729.7,9769.55,4491.88,8327.47,8416.45,6891.88,14147.1,6190.53,7753.06,NA,14475.3,6726.05,7030.02,16412.1,4420.3,10884.9
"O00391","O00391-2;O00391","QSOX1_HUMAN","QSOX1","Sulfhydryl oxidase 1",1418740,696887,305253,632666,1060430,889404,2346790,1119040,1372130,511709,1013530,896770,613131,920327,1158740,757091,526929,498468,812604,1054830,682771,931656,759925,765408
"O00410;O00410-3","O00410-2;O00410-3;O00410","IPO5_HUMAN","IPO5","Importin-5",2081.06,NA,11270.6,3773.88,NA,2737.19,NA,6120.99,NA,NA,NA,NA,NA,NA,NA,1850.09,3274.86,5052.46,NA,NA,5440.49,4517.02,1254.29,NA
"O00425","O00425","IF2B3_HUMAN","IGF2BP3","Insulin-like growth factor 2 mRNA-binding protein 3",NA,NA,29164.3,12975.9,NA,4473.53,NA,12253.7,1805.98,NA,NA,NA,5641.48,NA,NA,NA,7300.19,10523.2,NA,NA,NA,6798.81,2698.43,NA
"O00429;O00429-2;O00429-3;O00429-4;O00429-5;O00429-6;O00429-8;O00429-9","O00429-2;O00429-3;O00429-4;O00429-5;O00429-6;O00429-7;O00429-8;O00429-9;O00429","DNM1L_HUMAN","DNM1L","Dynamin-1-like protein",9824.7,9137.56,128528,43556.2,8897.47,27530.4,33251.4,43603.9,11049.2,9254,6260.85,7334.07,12098.3,1415.97,5371.38,5347.5,46736.8,54355.1,4955.71,5744.96,8944.32,31768.1,6999.76,4893.37
"O00442;O00442-2","O00442-2;O00442","RTCA_HUMAN","RTCA","RNA 3'-terminal phosphate cyclase",NA,NA,3761.03,1261.15,NA,1802,NA,1787.13,NA,NA,508.16,NA,3790.95,NA,NA,NA,NA,784.536,NA,NA,NA,NA,NA,NA
"O00451;O00451-3","O00451-3;O00451","GFRA2_HUMAN","GFRA2","GDNF family receptor alpha-2",11647.8,4887.93,3080.35,2903.74,7360.44,7280.06,23135.6,7849.56,12315.7,10931,11826.4,5609.7,NA,4983.41,6406.34,14614.7,9599.61,6295.45,22362.4,11690.7,NA,14597.8,8365.29,16610
"O00471","O00471","EXOC5_HUMAN","EXOC5","Exocyst complex component 5",NA,NA,17249.1,1884.51,4447.08,3387.04,NA,10865.8,NA,NA,NA,NA,NA,NA,NA,NA,10565.7,11899.9,NA,NA,NA,NA,NA,NA
"O00478;O00478-2;P78410;P78410-2;P78410-3","O00478-2;O00478;O00481-2;O00481-3;O00481-4;O00481;P78410-2;P78410-3;P78410","BT3A2_HUMAN;BT3A3_HUMAN","BTN3A2;BTN3A3","Butyrophilin subfamily 3 member A3",NA,NA,7933.39,2992.31,NA,3848.59,NA,4799.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,4127.42,NA,NA,NA,NA,NA,NA
"O00483","O00483","NDUA4_HUMAN","NDUFA4","Cytochrome c oxidase subunit NDUFA4",20411,8376.92,77324.2,30310.8,NA,15310.6,18637.3,13279.6,20921.4,13378.7,3776.08,34166.8,13557.5,NA,4777.97,NA,20280.2,26843.1,9489.08,NA,7019.33,25121.6,6294.22,6860.17
"O00487","O00487","PSDE_HUMAN","PSMD14","26S proteasome non-ATPase regulatory subunit 14",5953.11,3511.56,19542.4,8827.27,NA,8261.88,16372.9,6311.58,NA,7374.58,4222.57,NA,6622.58,NA,NA,3478.01,14749.2,6201.45,6579.48,1663.4,3541.36,5078.5,4432.63,3650.1
"O00499-10;O00499-11;O00499-2;O00499-4;O00499-6;O00499-7;O00499-8;O00499-9","O00499-10;O00499-11;O00499-2;O00499-3;O00499-4;O00499-5;O00499-6;O00499-7;O00499-8;O00499-9;O00499","BIN1_HUMAN","BIN1","Isoform BIN1-13 of Myc box-dependent-interacting protein 1",7570.7,3840.76,1490.41,NA,NA,3506.8,NA,1823.22,NA,11682.7,560.867,2504.35,NA,1639.24,3725.23,NA,NA,NA,NA,6475.44,NA,942.448,NA,NA
"O00505","O00505","IMA4_HUMAN","KPNA3","Importin subunit alpha-4",NA,NA,10029,2303.62,1379.9,6165.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10037,5206.45,497.937,NA,NA,2787.33,3899.01,NA
"O00534","O00534-2;O00534-3;O00534-4;O00534","VMA5A_HUMAN","VWA5A","von Willebrand factor A domain-containing protein 5A",1176.18,NA,24081.7,5786.95,6081.11,3540.9,3726.56,7707.88,NA,3145.87,NA,NA,NA,NA,NA,1021.34,8108.52,10182.2,NA,NA,3082.47,10827.6,7918.87,NA
"O00541;O00541-2","O00541-2;O00541","PESC_HUMAN","PES1","Pescadillo homolog",33576.4,34700.7,12697.2,32292.9,38586.6,28236.5,23745.8,37665,32135.1,28886.5,29664.3,28516.9,45257.2,18924.3,32947,39440.4,33966,28389.3,27418.8,37498.5,30692.2,29203.6,34136.5,42579.7
"O00571;O00571-2","O00571-2;O00571;O15523-2;O15523","DDX3X_HUMAN","DDX3X","ATP-dependent RNA helicase DDX3X",5070.73,5177.95,40611.7,14104.9,4950.93,13416.4,12802,15132.3,13210.6,12048.4,5702.16,4285.01,13563.6,3495.35,7167.05,9606.28,30767.5,23858.1,NA,2082.93,11122.4,10963.4,6568.39,18014.1
"O00743;O00743-2;O00743-3","O00743-2;O00743-3;O00743","PPP6_HUMAN","PPP6C","Serine/threonine-protein phosphatase 6 catalytic subunit",NA,NA,22975.8,4714.42,2866.96,3607.34,2808.37,4844.89,NA,NA,3942.7,NA,4183.47,NA,909.729,NA,3788.31,4206.55,NA,NA,NA,6285.67,1094.34,833.527
"O00754;O00754-2","O00754-2;O00754","MA2B1_HUMAN","MAN2B1","Lysosomal alpha-mannosidase",3265.58,1439.92,4000.97,3181.47,5476.38,2367.92,9297.42,2937.19,3955.33,3989.45,6439.01,NA,8646.83,1018.78,2542.95,2926.1,1576.94,5492.5,1372.1,NA,7059.99,3983.12,2401.94,NA
"O14523;O14523-2","O14523-2;O14523","C2C2L_HUMAN","C2CD2L","Phospholipid transfer protein C2CD2L",2562.43,NA,5908.02,6312.18,NA,2662.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.009,913.472,NA,NA,NA,6017.16,NA,NA
"O14545","O14545-2;O14545","TRAD1_HUMAN","TRAFD1","TRAF-type zinc finger domain-containing protein 1",NA,NA,4686.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550.39,NA,NA,NA,NA,NA,NA
"O14548","O14548","COX7R_HUMAN","COX7A2L","Cytochrome c oxidase subunit 7A-related protein, mitochondrial",NA,7878.02,18244.1,2579.91,NA,3283.86,6763.82,NA,NA,3217.91,NA,NA,NA,NA,NA,NA,NA,6609.87,NA,NA,NA,13126.7,NA,NA
"O14594","O14594","NCAN_HUMAN","NCAN","Neurocan core protein",15003.5,17224.6,7323.99,10843,24410.3,17873.4,17482.1,24518.4,14878,16368.5,20747.9,15197.7,14564.7,27215.8,15978,22539.1,24429.2,12198.5,30537.2,19676.7,12503.6,19298,22597.1,21066.5
"O14617;O14617-4;O14617-5","O14617-2;O14617-3;O14617-4;O14617-5;O14617","AP3D1_HUMAN","AP3D1","AP-3 complex subunit delta-1",2768.9,NA,18839.9,5109.62,2037.58,9776.66,5269.81,5619.49,NA,10588.9,4108.09,NA,3107.27,NA,NA,NA,7752.03,4470.41,NA,NA,NA,4384.08,NA,NA
"O14618","O14618","CCS_HUMAN","CCS","Copper chaperone for superoxide dismutase",6024.99,2745.52,20939.7,5762.78,NA,6098.74,6336.26,8621.64,10660.6,NA,NA,NA,NA,NA,NA,NA,NA,24711.1,NA,NA,NA,13277,6107.99,NA
"O14662;O14662-2;O14662-3;O14662-4;O14662-5","O14662-2;O14662-3;O14662-4;O14662-5;O14662","STX16_HUMAN","STX16","Syntaxin-16",NA,NA,18641.4,5076.96,NA,NA,1359.26,2504.53,NA,419.171,NA,NA,NA,NA,NA,NA,NA,2512.58,NA,NA,NA,2455.47,NA,NA
"O14672","O14672-2;O14672","ADA10_HUMAN","ADAM10","Disintegrin and metalloproteinase domain-containing protein 10",25394.6,23128.4,104797,49980.2,14071.8,44702.4,108253,48230.3,NA,24084.7,NA,NA,43783.2,NA,NA,NA,69346.8,45867.9,NA,10774.7,NA,46394,60582.1,NA
"O14682","O14682-2;O14682","ENC1_HUMAN","ENC1","Ectoderm-neural cortex protein 1",5162.23,NA,NA,NA,NA,NA,NA,NA,4750.01,NA,7076.81,NA,4037.92,5977.48,6526.46,NA,NA,NA,NA,5440.62,6061.88,NA,NA,NA
"O14732;O14732-2","O14732-2;O14732","IMPA2_HUMAN","IMPA2","Inositol monophosphatase 2",7147.06,6491.47,6704.91,4333.39,12911.1,10040.8,7648.87,10824.8,6955.73,15785.5,8964.34,NA,13693.1,10549.1,8926.69,11736,14914.8,15438.6,NA,7035.86,7797.95,6863.41,17644.5,12535.3
"O14735;O14735-3","O14735-3;O14735","CDIPT_HUMAN","CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase",2663.88,NA,20664.9,7218.55,3615.08,NA,7338.91,4684.4,1622.93,4053.77,NA,NA,1998.42,NA,663.078,NA,10982.2,4312.77,NA,NA,NA,9957.74,NA,NA
"O14745","O14745","NHRF1_HUMAN","NHERF1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1",NA,NA,1717.47,1315.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O14775;O14775-2;O14775-3","O14775-2;O14775-3;O14775","GNB5_HUMAN","GNB5","Guanine nucleotide-binding protein subunit beta-5",NA,NA,12396.9,4710.67,NA,NA,1370.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,4223.62,NA,NA,NA,NA,2629.83,NA,NA
"O14787-2","O14787-2;O14787","TNPO2_HUMAN","TNPO2","Isoform 2 of Transportin-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29025.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O14791;O14791-2;O14791-3","O14791-2;O14791-3;O14791","APOL1_HUMAN","APOL1","Apolipoprotein L1",2793800,3031970,881858,1767500,2423220,2703340,3344430,2289710,2606110,2070960,2309280,1652240,4020030,3195430,2657700,2923480,2568650,1404130,2595090,3607830,2626440,2619180,2980050,2939440
"O14818","O14818-2;O14818","PSA7_HUMAN","PSMA7","Proteasome subunit alpha type-7",8683.89,9366.12,20721.8,6596.96,18401.7,20055.3,12926.3,10949.7,14233.3,22567.1,11841.4,21098.2,12159,17479,12787.5,16617.1,22908.2,22999.2,16735.6,12676.1,24617.2,13805.7,20516.1,23809.7
"O14828","O14828-2;O14828","SCAM3_HUMAN","SCAMP3","Secretory carrier-associated membrane protein 3",NA,NA,39589.2,6493.11,NA,5192.07,NA,4071.36,NA,NA,NA,NA,13664.8,NA,NA,NA,12576.7,15685.6,NA,NA,NA,NA,NA,NA
"O14841","O14841","OPLA_HUMAN","OPLAH","5-oxoprolinase",NA,NA,11213.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1706.27,NA,3920.29,NA,NA,NA,NA,NA,NA
"O14874;O14874-2;O14874-3","O14874-2;O14874-3;O14874","BCKD_HUMAN","BCKDK","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",2271.11,NA,18457.1,4287.09,NA,5320.94,NA,4804.67,NA,NA,NA,NA,NA,NA,NA,NA,4497.87,3245.53,NA,NA,NA,2883.93,858.111,NA
"O14920","O14920-2;O14920-4;O14920","IKKB_HUMAN","IKBKB","Inhibitor of nuclear factor kappa-B kinase subunit beta",NA,3762.25,21053.3,5980.56,6637.13,20866.5,840.224,3188.87,NA,NA,NA,NA,23889.5,NA,NA,9005.29,10176.6,8713.43,4592.49,NA,NA,6737.16,4602.53,NA
"O14949","O14949","QCR8_HUMAN","UQCRQ","Cytochrome b-c1 complex subunit 8",NA,NA,10397.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202.88,NA,NA,NA,NA,NA,NA
"O14950;P19105","O14950;P19105","ML12A_HUMAN;ML12B_HUMAN","MYL12A;MYL12B","Myosin regulatory light chain 12B",176071,138007,2170260,712074,157355,437635,468115,493646,157308,184377,89144.5,76217.5,237300,39707.7,72489.3,62345.2,508243,605589,84120,18901,109080,445906,97103,30916.2
"O14960","O14960","LECT2_HUMAN","LECT2","Leukocyte cell-derived chemotaxin-2",651288,581387,166159,317832,350890,570279,599597,584091,607284,457383,663840,734779,300589,735418,599688,381184,293570,277419,535280,354593,482752,534758,434552,442500
"O14974;O14974-4","O14974-2;O14974-3;O14974-4;O14974","MYPT1_HUMAN","PPP1R12A","Protein phosphatase 1 regulatory subunit 12A",13971.2,9864.41,146828,36538.4,7103.82,42935.1,39086.2,43531.6,9736.21,9734.2,6130.35,11061.9,25224.2,NA,2508.92,26055.6,35776.3,54644.1,4244.24,NA,16700.5,45650.3,10510.2,15922.7
"O14976","O14976-2;O14976","GAK_HUMAN","GAK","Cyclin-G-associated kinase",NA,NA,13594.6,1665.87,NA,NA,4737.29,NA,2210.84,1545.53,NA,NA,NA,NA,NA,NA,NA,3755.64,NA,NA,2302.24,NA,NA,NA
"O14980","O14980","XPO1_HUMAN","XPO1","Exportin-1",6801.72,4174.57,42993.8,9968.52,8065.35,8378.59,10741.5,7559.77,NA,3522.82,NA,3921.16,17530.7,4869.52,NA,NA,14101.5,15293.5,4236.38,NA,7772.97,12400.3,10884.3,NA
"O15027;O15027-2;O15027-3;O15027-4;O15027-5","O15027-2;O15027-3;O15027-4;O15027-5;O15027","SC16A_HUMAN","SEC16A","Protein transport protein Sec16A",NA,NA,43439.3,7829.75,11829.6,NA,NA,12405.2,NA,5470.79,NA,NA,NA,NA,NA,NA,8070.36,18356.5,NA,NA,NA,NA,20139.5,NA
"O15031","O15031","PLXB2_HUMAN","PLXNB2","Plexin-B2",11188.4,4761.59,19177.2,6068.94,5273,7634.87,5178.1,5579.63,3426.94,11793,2398.46,3122.13,7615.9,9527.31,6106.54,NA,5792.65,10413.2,NA,7825.53,3190.6,7383.13,2720.2,NA
"O15042;O15042-2","O15042-2;O15042","SR140_HUMAN","U2SURP","U2 snRNP-associated SURP motif-containing protein",NA,NA,NA,NA,NA,9968.41,NA,7487.88,NA,NA,6940.88,7935.86,NA,4122.23,NA,1908.73,NA,14473.9,6414.96,NA,NA,NA,2437.63,3106.07
"O15084;O15084-1;O15084-2;O15084-4","O15084-1;O15084-2;O15084-4;O15084","ANR28_HUMAN","ANKRD28","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A",NA,NA,2790.2,NA,NA,1179.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O15111","O15111","IKKA_HUMAN","CHUK","Inhibitor of nuclear factor kappa-B kinase subunit alpha",NA,NA,4474.75,2656.09,NA,NA,NA,1711.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O15117-2;O15117-3","O15117-2;O15117-3;O15117","FYB1_HUMAN","FYB1","Isoform FYB-130 of FYN-binding protein 1",15519.4,15533.6,385542,99543.8,13119.9,64387.6,58223.9,75961.7,14561.6,18362.2,9906.55,14245.3,48473.2,5412.93,7696.22,9563.73,71642.6,114209,10100.5,2845.8,10995,70312.7,12016,7541.04
"O15127","O15127","SCAM2_HUMAN","SCAMP2","Secretory carrier-associated membrane protein 2",8516.73,5892.17,145311,33761.4,9191.67,19362.9,25587.7,30731.1,5086.02,8615.55,2745.53,1389.23,12823.1,NA,3974.64,6497.31,26594.2,35695.4,NA,NA,2623.55,20343.6,6650.98,NA
"O15143","O15143","ARC1B_HUMAN","ARPC1B","Actin-related protein 2/3 complex subunit 1B",44297.9,41726.6,413052,203819,26426.2,95915.8,95953.3,104886,44657.8,51826.3,24948.8,35284.6,80572,12241.7,38797.7,20216.6,98660.1,135868,21258.7,13883.8,17726.3,94989.9,30139.1,20592.4
"O15144","O15144","ARPC2_HUMAN","ARPC2","Actin-related protein 2/3 complex subunit 2",16940.2,17536.1,136917,69561.6,15887,39284.2,42043.8,47274,20757.9,29883.2,15092.3,14307,28214.1,6933.9,13604.6,14023.1,48070.4,59370.5,12128.7,4737.32,19234.4,45036,21450.8,7328.95
"O15145","O15145","ARPC3_HUMAN","ARPC3","Actin-related protein 2/3 complex subunit 3",28547,16203,205576,88874.5,14350,58020.7,78177,49233.7,24760.4,24739.7,14059.5,12043.8,22427.7,9208.59,12703.6,21425.3,61247.3,93740.2,8339.75,9636.92,27790.1,53401.8,18530.1,21628.9
"O15155","O15155","BET1_HUMAN","BET1","BET1 homolog",NA,NA,12999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5740.84,NA,NA,NA,6195.79,NA,NA
"O15173;O15173-2","O15173-2;O15173","PGRC2_HUMAN","PGRMC2","Membrane-associated progesterone receptor component 2",6357.75,6456.27,102055,25389.7,5543.83,25359.3,21417.3,20367.6,5266.74,4485.12,4531.79,5747.93,18447.2,6576.92,2588.04,6735.04,20406.2,28173.2,5667.11,1859.85,7859.51,14905.5,8009.22,NA
"O15204;O15204-2","O15204-2;O15204","ADEC1_HUMAN","ADAMDEC1","ADAM DEC1",NA,2147.75,2420.41,NA,2774.2,2221.99,5660.67,2863.61,1373.47,NA,2739.14,NA,NA,4188.37,4602.36,NA,NA,1754.67,NA,NA,2018.5,3818.56,3078.4,1736.83
"O15228;O15228-2","O15228-2;O15228","GNPAT_HUMAN","GNPAT","Dihydroxyacetone phosphate acyltransferase",NA,NA,8535.36,NA,NA,2340.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941.213,NA,NA,NA,NA,NA,NA,NA
"O15231;O15231-6","O15231-2;O15231-3;O15231-4;O15231-5;O15231-6;O15231-7;O15231-8;O15231-9;O15231","ZN185_HUMAN","ZNF185","Zinc finger protein 185",23583.3,NA,64447.1,13180.7,NA,12937.7,9121.31,20926.6,14877,2914.77,4119.23,NA,6437.61,21417.8,NA,30882.4,21732.4,27658.8,NA,5064.88,5832.48,19181.1,6526.11,9063.68
"O15260;O15260-2","O15260-2;O15260","SURF4_HUMAN","SURF4","Surfeit locus protein 4",8741.58,7374.72,108736,41076.7,8957.12,27249.4,36829.8,30174.5,10572.4,10090.1,3758.61,NA,17256.6,NA,5046.1,NA,40316.2,36950.2,NA,NA,5452.08,31452,NA,2999.25
"O15263","O15263","DFB4A_HUMAN","DEFB4A","Defensin beta 4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25262,NA,NA,NA
"O15269","O15269","SPTC1_HUMAN","SPTLC1","Serine palmitoyltransferase 1",NA,NA,17887.3,3322.14,3699.17,4428.48,2818.79,7332.21,NA,NA,7837.87,NA,NA,NA,NA,NA,6767.7,2940.86,NA,NA,6622.17,8785.15,NA,NA
"O15305","O15305;Q92871","PMM2_HUMAN","PMM2","Phosphomannomutase 2",NA,1141.4,2798.76,NA,NA,3868.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O15327","O15327","INP4B_HUMAN","INPP4B","Inositol polyphosphate 4-phosphatase type II",3240.81,NA,9658.82,7908.64,NA,3417.72,3003.57,NA,NA,2412.82,NA,NA,NA,NA,NA,NA,6433.03,3664.29,NA,NA,NA,3739.7,2126.18,NA
"O15335","O15335","CHAD_HUMAN","CHAD","Chondroadherin",84538,83996.1,42852.5,41093.6,53712.6,72635.2,75003,61455.1,94227.4,58814.4,77822.5,101953,54024,81404.7,181753,70746.7,50190.2,38808,36258.3,57697,62243.1,88514.2,97200.1,83337.2
"O15357","O15357","SHIP2_HUMAN","INPPL1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",1666.25,NA,29659.2,6654.56,8578.79,4518.3,13267,5473.51,NA,NA,NA,NA,2686.36,NA,NA,NA,6524.82,8300.92,NA,NA,NA,4632.93,NA,NA
"O15371;O15371-2;O15371-3","O15371-2;O15371-3;O15371","EIF3D_HUMAN","EIF3D","Eukaryotic translation initiation factor 3 subunit D",NA,NA,41849.9,11153.8,4623.62,8882.37,7656.22,10923.3,5539.64,4038.39,NA,NA,5592.93,NA,3554.5,7704.52,14511.3,13413,NA,NA,3414.61,10748.7,3086.67,4848.28
"O15400;O15400-2","O15400-2;O15400","STX7_HUMAN","STX7","Syntaxin-7",14425.2,3890.19,34960.6,20223.3,3725.41,7835.16,5928.82,4461.95,NA,NA,3003.38,NA,10680.4,NA,NA,NA,22822.6,11727.7,NA,NA,NA,7824.36,4989.44,NA
"O15417","O15417-2;O15417","TNC18_HUMAN","TNRC18","Trinucleotide repeat-containing gene 18 protein",69594.6,31011.5,98865.1,26407.4,85993.6,67377.4,NA,118900,80984.2,24916.8,131406,44248.4,14387,NA,17727.8,62205.9,80045.7,18367.4,86970.8,NA,18543.9,67447.6,85998.2,47047.6
"O15438;O15438-4","O15438-4;O15438","MRP3_HUMAN","ABCC3","ATP-binding cassette sub-family C member 3",NA,NA,4600.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756.12,NA,NA,NA,NA,NA,NA
"O15439;O15439-2","O15439-2;O15439-3;O15439-4;O15439","MRP4_HUMAN","ABCC4","ATP-binding cassette sub-family C member 4",4658.83,7103.8,26412.6,8572.94,NA,15320.2,15331,10173.5,2538.49,4313.94,3056.9,5806.64,8666.17,NA,NA,NA,9989.69,11343.8,4619.75,NA,NA,15281.9,2151.49,NA
"O15467","O15467","CCL16_HUMAN","CCL16","C-C motif chemokine 16",21599.3,23353.6,14382.1,4239.14,22363.7,17064.8,12797,16262.4,25370.1,9614.09,23740.2,11122.2,30208.4,34662.3,11037.8,42080.8,9694.4,7215.12,19076,19646.3,16274.6,25911.3,28185.7,39505.8
"O15498;O15498-2","O15498-2;O15498","YKT6_HUMAN","YKT6","Synaptobrevin homolog YKT6",1899.32,3497.76,12741.4,10849.1,NA,6554.19,NA,4922.44,NA,2135.5,2570.83,NA,11932.4,NA,2967.58,NA,3177.03,9204.05,NA,NA,NA,4284.48,2179.44,1371.56
"O15511","O15511","ARPC5_HUMAN","ARPC5","Actin-related protein 2/3 complex subunit 5",10056.2,9946.79,96257.1,22914.3,18568.7,34456.1,24120.5,35219,15930.6,9311.1,8818.91,NA,24884.2,7869.41,4489.44,3135.97,32041.3,33319.8,3371.17,NA,9105.4,22108.5,9996.92,9185.24
"O15533;O15533-2;O15533-3","O15533-2;O15533-3;O15533","TPSN_HUMAN","TAPBP","Tapasin",5292.56,10090.6,110002,25988.1,10806.8,27204.8,34122.7,31685.5,6119.89,8720.47,6263.52,1995.17,31196,2068.8,3556.66,6183.44,38420.6,41911.8,NA,1223.11,17514.7,27067.3,11639,8925.83
"O43149","O43149","ZZEF1_HUMAN","ZZEF1","Zinc finger ZZ-type and EF-hand domain-containing protein 1",2200.26,NA,20646.3,5541.13,NA,3935.8,3475.71,11955.9,7215.43,1389.4,NA,NA,5279.5,NA,NA,NA,8703.96,8141.1,NA,NA,NA,4836.26,NA,NA
"O43150","O43150","ASAP2_HUMAN","ASAP2","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",8768.39,NA,49151.1,12402.5,4716.37,9070.96,13226.1,13164.8,28688.2,6350.09,3837.11,NA,8487.04,11025.1,2369.01,NA,17235.4,16958.7,1850.27,NA,NA,13953.8,2019.65,NA
"O43157;O43157-2;O43157-3","O43157-2;O43157-3;O43157","PLXB1_HUMAN","PLXNB1","Plexin-B1",2502.82,1806.76,1583.12,NA,5199.58,NA,NA,3002.22,2989.14,4376.48,3641.12,2989.43,6643.46,8962.86,6044.95,NA,NA,NA,NA,NA,4050.23,5476.65,2183.27,NA
"O43175","O43175","SERA_HUMAN","PHGDH","D-3-phosphoglycerate dehydrogenase",NA,NA,6333.15,NA,6324.84,4136.43,NA,8826.7,NA,NA,5968.5,NA,NA,NA,NA,11365.1,22370.9,16961.9,NA,NA,4889.11,2619.34,9925.7,10667.7
"O43182","O43182-4;O43182","RHG06_HUMAN","ARHGAP6","Rho GTPase-activating protein 6",11027.8,12438.2,256736,63606,13275.2,53895.6,35912.2,55662.1,9769.73,19679.5,3206.79,NA,33663.3,6753.76,7880.99,4511.41,52705.8,90135.3,NA,NA,10531,49232.9,10137.5,NA
"O43184;O43184-2;O43184-3;O43184-4","O43184-2;O43184-3;O43184-4;O43184","ADA12_HUMAN","ADAM12","Disintegrin and metalloproteinase domain-containing protein 12",748782,621439,254955,594110,506302,553504,479415,406861,728318,381080,621624,783802,350951,777720,561818,576624,301221,189131,489184,567503,458803,533421,460086,600056
"O43240","O43240","KLK10_HUMAN","KLK10","Kallikrein-10",NA,NA,NA,NA,NA,3351.8,10594,14261.3,NA,3225.42,4819.16,NA,6241.28,1101.46,1092.15,8317.99,14449.3,13614.5,NA,3678.2,7630.3,7142.88,5914.16,11441.4
